constraint,layer,scheme,corpus,n_rollouts_used,n_rollouts,n_rollouts_dropped,n_defined,auroc_raw,auroc,sign,null_global_mean,null_global_p95,p_global,null_task_mean,null_task_p95,p_task,degenerate_flag
xl_final_hN,2,rollout_mean,success_ever,300,300,0,300,0.516681,0.516681,+,0.526276,0.565181,0.597403,0.520068,0.546877,0.508492,False
xl_final_hN,3,A,success_ever,300,300,0,156000,0.482584,0.517416,-,0.51456,0.535591,0.337662,0.509472,0.522817,0.156843,False
xl_final_hN,3,B,success_ever,300,300,0,46800,0.512459,0.512459,+,0.522263,0.555143,0.65035,0.516764,0.539893,0.544456,False
xl_final_hN,3,rollout_max,success_ever,300,300,0,300,0.473154,0.526846,-,0.52644,0.565313,0.418581,0.521854,0.551211,0.333666,False
xl_final_hN,3,rollout_mean,success_ever,300,300,0,300,0.514531,0.514531,+,0.526314,0.564959,0.648352,0.520072,0.546825,0.56044,False
xl_final_hN,4,A,success_ever,300,300,0,156000,0.482675,0.517325,-,0.51455,0.535585,0.340659,0.509452,0.522691,0.156843,False
xl_final_hN,4,B,success_ever,300,300,0,46800,0.511913,0.511913,+,0.522264,0.555221,0.663337,0.516798,0.540245,0.562438,False
xl_final_hN,4,rollout_max,success_ever,300,300,0,300,0.472706,0.527294,-,0.526454,0.565138,0.412587,0.52186,0.550914,0.327672,False
xl_final_hN,4,rollout_mean,success_ever,300,300,0,300,0.513904,0.513904,+,0.526308,0.565317,0.665335,0.520193,0.547763,0.577423,False
xl_final_hN,5,A,success_ever,300,300,0,156000,0.482909,0.517091,-,0.514561,0.535688,0.345654,0.509444,0.522864,0.162837,False
xl_final_hN,5,B,success_ever,300,300,0,46800,0.512324,0.512324,+,0.522274,0.555396,0.653347,0.516791,0.54042,0.548452,False
xl_final_hN,5,rollout_max,success_ever,300,300,0,300,0.472796,0.527204,-,0.526457,0.565315,0.415584,0.521864,0.551263,0.326673,False
xl_final_hN,5,rollout_mean,success_ever,300,300,0,300,0.514307,0.514307,+,0.526299,0.565295,0.654346,0.520207,0.547815,0.568432,False
xl_final_hN,6,A,success_ever,300,300,0,156000,0.482029,0.517971,-,0.514459,0.53572,0.316683,0.509172,0.522295,0.127872,False
xl_final_hN,6,B,success_ever,300,300,0,46800,0.510295,0.510295,+,0.52225,0.554895,0.7003,0.517216,0.540975,0.623377,False
xl_final_hN,6,rollout_max,success_ever,300,300,0,300,0.471542,0.528458,-,0.526486,0.565225,0.396603,0.521978,0.550947,0.305694,False
xl_final_hN,6,rollout_mean,success_ever,300,300,0,300,0.512919,0.512919,+,0.526331,0.56508,0.692308,0.520594,0.549384,0.604396,False
xl_final_hN,7,A,success_ever,300,300,0,156000,0.482883,0.517117,-,0.51446,0.535541,0.338661,0.509043,0.522042,0.138861,False
xl_final_hN,7,B,success_ever,300,300,0,46800,0.513569,0.513569,+,0.522279,0.555249,0.616384,0.517466,0.541489,0.522478,False
xl_final_hN,7,rollout_max,success_ever,300,300,0,300,0.472572,0.527428,-,0.526489,0.565602,0.414585,0.521953,0.550983,0.32967,False
xl_final_hN,7,rollout_mean,success_ever,300,300,0,300,0.51592,0.51592,+,0.526369,0.566253,0.614386,0.520962,0.549749,0.551449,False
xl_final_hN,8,A,success_ever,300,300,0,156000,0.482686,0.517314,-,0.514426,0.535884,0.335664,0.509285,0.522592,0.151848,False
xl_final_hN,8,B,success_ever,300,300,0,46800,0.512372,0.512372,+,0.522237,0.555111,0.645355,0.517193,0.540521,0.551449,False
xl_final_hN,8,rollout_max,success_ever,300,300,0,300,0.471318,0.528682,-,0.526477,0.5648,0.38961,0.521896,0.551926,0.300699,False
xl_final_hN,8,rollout_mean,success_ever,300,300,0,300,0.515024,0.515024,+,0.526332,0.564601,0.637363,0.520639,0.548614,0.558442,False
xl_final_hN,9,A,success_ever,300,300,0,156000,0.480941,0.519059,-,0.514426,0.535916,0.297702,0.509103,0.522378,0.106893,False
xl_final_hN,9,B,success_ever,300,300,0,46800,0.511199,0.511199,+,0.522256,0.55458,0.68032,0.517199,0.541319,0.597403,False
xl_final_hN,9,rollout_max,success_ever,300,300,0,300,0.470825,0.529175,-,0.526469,0.564999,0.37962,0.521899,0.551659,0.292707,False
xl_final_hN,9,rollout_mean,success_ever,300,300,0,300,0.515696,0.515696,+,0.526296,0.564283,0.628372,0.520523,0.549373,0.54046,False
xl_final_hN,10,A,success_ever,300,300,0,156000,0.483479,0.516521,-,0.514395,0.536002,0.358641,0.509093,0.522326,0.158841,False
xl_final_hN,10,B,success_ever,300,300,0,46800,0.516083,0.516083,+,0.522269,0.555189,0.557443,0.517111,0.540855,0.453546,False
xl_final_hN,10,rollout_max,success_ever,300,300,0,300,0.47387,0.52613,-,0.52652,0.564702,0.443556,0.521849,0.551341,0.348651,False
xl_final_hN,10,rollout_mean,success_ever,300,300,0,300,0.520174,0.520174,+,0.526317,0.564397,0.531469,0.520454,0.548927,0.440559,False
xl_final_hN,11,A,success_ever,300,300,0,156000,0.486553,0.513447,-,0.514197,0.535109,0.442557,0.509749,0.523885,0.276723,False
xl_final_hN,11,B,success_ever,300,300,0,46800,0.52485,0.52485,+,0.522101,0.554129,0.365634,0.516695,0.540589,0.256743,False
xl_final_hN,11,rollout_max,success_ever,300,300,0,300,0.477542,0.522458,-,0.52651,0.565814,0.514486,0.521935,0.552696,0.413586,False
xl_final_hN,11,rollout_mean,success_ever,300,300,0,300,0.530429,0.530429,+,0.526288,0.565006,0.358641,0.519987,0.547763,0.252747,False
xl_final_hN,12,A,success_ever,300,300,0,156000,0.488244,0.511756,-,0.51432,0.535645,0.502498,0.509491,0.523793,0.31968,False
xl_final_hN,12,B,success_ever,300,300,0,46800,0.52944,0.52944,+,0.52214,0.556361,0.292707,0.516379,0.541065,0.163836,False
xl_final_hN,12,rollout_max,success_ever,300,300,0,300,0.477856,0.522144,-,0.526618,0.565944,0.515485,0.521628,0.552998,0.402597,False
xl_final_hN,12,rollout_mean,success_ever,300,300,0,300,0.534951,0.534951,+,0.5262,0.566614,0.288711,0.519556,0.5479,0.167832,False
xl_final_hN,13,A,success_ever,300,300,0,156000,0.487945,0.512055,-,0.514406,0.536691,0.503497,0.509536,0.523419,0.31968,False
xl_final_hN,13,B,success_ever,300,300,0,46800,0.529614,0.529614,+,0.522377,0.556094,0.286713,0.518502,0.544633,0.212787,False
xl_final_hN,13,rollout_max,success_ever,300,300,0,300,0.474721,0.525279,-,0.526687,0.563705,0.451548,0.52117,0.552158,0.343656,False
xl_final_hN,13,rollout_mean,success_ever,300,300,0,300,0.537146,0.537146,+,0.526235,0.565953,0.257742,0.52168,0.551453,0.182817,False
xl_final_hN,14,A,success_ever,300,300,0,156000,0.482079,0.517921,-,0.514159,0.534963,0.317682,0.509109,0.522449,0.127872,False
xl_final_hN,14,B,success_ever,300,300,0,46800,0.51846,0.51846,+,0.52205,0.555911,0.498501,0.520949,0.549972,0.492507,False
xl_final_hN,14,rollout_max,success_ever,300,300,0,300,0.472796,0.527204,-,0.526732,0.564153,0.416583,0.52132,0.551077,0.314685,False
xl_final_hN,14,rollout_mean,success_ever,300,300,0,300,0.524562,0.524562,+,0.525982,0.564213,0.437562,0.524808,0.55918,0.438561,False
xl_final_hN,15,A,success_ever,300,300,0,156000,0.484063,0.515937,-,0.51437,0.534456,0.387612,0.509691,0.523616,0.195804,False
xl_final_hN,15,B,success_ever,300,300,0,46800,0.517909,0.517909,+,0.522182,0.555037,0.52048,0.519351,0.546672,0.468531,False
xl_final_hN,15,rollout_max,success_ever,300,300,0,300,0.467288,0.532712,-,0.526939,0.563987,0.326673,0.521147,0.552474,0.227772,False
xl_final_hN,15,rollout_mean,success_ever,300,300,0,300,0.521248,0.521248,+,0.526001,0.5651,0.514486,0.523261,0.554872,0.478521,False
xl_final_hN,16,A,success_ever,300,300,0,156000,0.484466,0.515534,-,0.513735,0.533447,0.374625,0.50987,0.523553,0.20979,False
xl_final_hN,16,B,success_ever,300,300,0,46800,0.517402,0.517402,+,0.522009,0.555817,0.537463,0.520789,0.549574,0.518482,False
xl_final_hN,16,rollout_max,success_ever,300,300,0,300,0.472124,0.527876,-,0.526541,0.5663,0.3996,0.52148,0.553943,0.297702,False
xl_final_hN,16,rollout_mean,success_ever,300,300,0,300,0.525234,0.525234,+,0.525644,0.565246,0.418581,0.523506,0.555439,0.398601,False
xl_final_hN,17,A,success_ever,300,300,0,156000,0.498182,0.501818,-,0.513712,0.534971,0.915085,0.511345,0.527773,0.911089,False
xl_final_hN,17,B,success_ever,300,300,0,46800,0.535189,0.535189,+,0.522102,0.555899,0.195804,0.519486,0.546804,0.142857,False
xl_final_hN,17,rollout_max,success_ever,300,300,0,300,0.488021,0.511979,-,0.526185,0.563759,0.721279,0.522272,0.554039,0.669331,False
xl_final_hN,17,rollout_mean,success_ever,300,300,0,300,0.542609,0.542609,+,0.525524,0.563837,0.181818,0.521879,0.552564,0.114885,False
xl_final_hN,18,A,success_ever,300,300,0,156000,0.510294,0.510294,+,0.514483,0.535398,0.58042,0.51005,0.524331,0.414585,False
xl_final_hN,18,B,success_ever,300,300,0,46800,0.551303,0.551303,+,0.523063,0.557644,0.078921,0.522758,0.55381,0.05994,False
xl_final_hN,18,rollout_max,success_ever,300,300,0,300,0.504187,0.504187,+,0.526127,0.564668,0.901099,0.521578,0.552644,0.876124,False
xl_final_hN,18,rollout_mean,success_ever,300,300,0,300,0.558103,0.558103,+,0.526439,0.564419,0.084915,0.525427,0.5612,0.058941,False
xl_final_hN,19,A,success_ever,300,300,0,156000,0.507851,0.507851,+,0.514743,0.535936,0.677323,0.510709,0.52646,0.551449,False
xl_final_hN,19,B,success_ever,300,300,0,46800,0.54612,0.54612,+,0.523109,0.556052,0.105894,0.523228,0.554837,0.104895,False
xl_final_hN,19,rollout_max,success_ever,300,300,0,300,0.504187,0.504187,+,0.526421,0.564961,0.906094,0.521773,0.55367,0.873127,False
xl_final_hN,19,rollout_mean,success_ever,300,300,0,300,0.550356,0.550356,+,0.526606,0.563974,0.125874,0.526271,0.56175,0.123876,False
xl_final_hN,20,A,success_ever,300,300,0,156000,0.495885,0.504115,-,0.514829,0.53604,0.81019,0.514228,0.531903,0.838162,False
xl_final_hN,20,B,success_ever,300,300,0,46800,0.525582,0.525582,+,0.523102,0.55803,0.377622,0.526609,0.558695,0.467532,False
xl_final_hN,20,rollout_max,success_ever,300,300,0,300,0.497739,0.502261,-,0.526335,0.566121,0.942058,0.522249,0.554483,0.936064,False
xl_final_hN,20,rollout_mean,success_ever,300,300,0,300,0.523801,0.523801,+,0.526665,0.565042,0.483516,0.530361,0.566007,0.558442,False
xl_final_hN,21,A,success_ever,300,300,0,156000,0.496707,0.503293,-,0.514703,0.536942,0.872128,0.517121,0.536257,0.914086,False
xl_final_hN,21,B,success_ever,300,300,0,46800,0.537105,0.537105,+,0.523025,0.556879,0.205794,0.527671,0.561339,0.291708,False
xl_final_hN,21,rollout_max,success_ever,300,300,0,300,0.512248,0.512248,+,0.525967,0.565908,0.695305,0.522119,0.554521,0.679321,False
xl_final_hN,21,rollout_mean,success_ever,300,300,0,300,0.539922,0.539922,+,0.526475,0.565158,0.236763,0.531325,0.570955,0.318681,False
xl_final_hN,22,A,success_ever,300,300,0,156000,0.483384,0.516616,-,0.513994,0.535566,0.350649,0.522126,0.542759,0.671329,False
xl_final_hN,22,B,success_ever,300,300,0,46800,0.517395,0.517395,+,0.522876,0.556471,0.543457,0.533963,0.570864,0.751249,False
xl_final_hN,22,rollout_max,success_ever,300,300,0,300,0.491559,0.508441,-,0.526396,0.564686,0.798202,0.524236,0.561014,0.782218,False
xl_final_hN,22,rollout_mean,success_ever,300,300,0,300,0.521428,0.521428,+,0.526754,0.567131,0.527473,0.538601,0.581801,0.725275,False
xl_final_hN,23,A,success_ever,300,300,0,156000,0.473791,0.526209,-,0.513903,0.533924,0.137862,0.52364,0.543364,0.416583,False
xl_final_hN,23,B,success_ever,300,300,0,46800,0.515073,0.515073,+,0.522731,0.556119,0.586414,0.5358,0.571903,0.819181,False
xl_final_hN,23,rollout_max,success_ever,300,300,0,300,0.499082,0.500918,-,0.5264,0.567964,0.964036,0.524212,0.560257,0.98002,False
xl_final_hN,23,rollout_mean,success_ever,300,300,0,300,0.51995,0.51995,+,0.526895,0.566759,0.555445,0.54102,0.58441,0.77023,False
xl_final_hN,24,A,success_ever,300,300,0,156000,0.467065,0.532935,-,0.513967,0.533867,0.063936,0.521874,0.541846,0.168831,False
xl_final_hN,24,B,success_ever,300,300,0,46800,0.508923,0.508923,+,0.52222,0.556179,0.742258,0.533729,0.569423,0.883117,False
xl_final_hN,24,rollout_max,success_ever,300,300,0,300,0.501679,0.501679,+,0.52625,0.566614,0.95005,0.523838,0.558743,0.955045,False
xl_final_hN,24,rollout_mean,success_ever,300,300,0,300,0.51592,0.51592,+,0.526642,0.566547,0.637363,0.538848,0.57943,0.809191,False
xl_final_hN,25,A,success_ever,300,300,0,156000,0.466813,0.533187,-,0.513413,0.533508,0.054945,0.518881,0.537541,0.100899,False
xl_final_hN,25,B,success_ever,300,300,0,46800,0.505535,0.505535,+,0.521881,0.555372,0.843157,0.53199,0.565344,0.925075,False
xl_final_hN,25,rollout_max,success_ever,300,300,0,300,0.507098,0.507098,+,0.526263,0.565105,0.823177,0.522636,0.554792,0.79021,False
xl_final_hN,25,rollout_mean,success_ever,300,300,0,300,0.511352,0.511352,+,0.526498,0.567384,0.733267,0.537555,0.576828,0.87013,False
xl_final_hN,26,A,success_ever,300,300,0,156000,0.472143,0.527857,-,0.513375,0.533443,0.095904,0.516992,0.534784,0.154845,False
xl_final_hN,26,B,success_ever,300,300,0,46800,0.507709,0.507709,+,0.521722,0.554619,0.772228,0.530083,0.563094,0.881119,False
xl_final_hN,26,rollout_max,success_ever,300,300,0,300,0.51283,0.51283,+,0.526327,0.566034,0.689311,0.522344,0.554393,0.634366,False
xl_final_hN,26,rollout_mean,success_ever,300,300,0,300,0.513412,0.513412,+,0.526388,0.566379,0.684316,0.534941,0.573691,0.812188,False
xl_final_hN,27,A,success_ever,300,300,0,156000,0.474146,0.525854,-,0.513414,0.532316,0.12987,0.516168,0.53419,0.15984,False
xl_final_hN,27,B,success_ever,300,300,0,46800,0.502156,0.502156,+,0.522069,0.552812,0.928072,0.527041,0.559362,0.956044,False
xl_final_hN,27,rollout_max,success_ever,300,300,0,300,0.510994,0.510994,+,0.526329,0.56658,0.736264,0.522725,0.553941,0.699301,False
xl_final_hN,27,rollout_mean,success_ever,300,300,0,300,0.50571,0.50571,+,0.527034,0.56643,0.879121,0.530812,0.570648,0.901099,False
xl_final_hN,28,A,success_ever,300,300,0,156000,0.485261,0.514739,-,0.513336,0.532456,0.382617,0.512926,0.529884,0.376623,False
xl_final_hN,28,B,success_ever,300,300,0,46800,0.509692,0.509692,+,0.522138,0.552801,0.719281,0.522391,0.552887,0.752248,False
xl_final_hN,28,rollout_max,success_ever,300,300,0,300,0.505441,0.505441,+,0.527036,0.569558,0.867133,0.523139,0.554357,0.86014,False
xl_final_hN,28,rollout_mean,success_ever,300,300,0,300,0.51583,0.51583,+,0.527347,0.564822,0.651349,0.525979,0.564182,0.629371,False
xl_final_hN,29,A,success_ever,300,300,0,156000,0.503627,0.503627,+,0.513644,0.532975,0.844156,0.509997,0.524273,0.773227,False
xl_final_hN,29,B,success_ever,300,300,0,46800,0.52684,0.52684,+,0.522377,0.556017,0.331668,0.518489,0.544029,0.240759,False
xl_final_hN,29,rollout_max,success_ever,300,300,0,300,0.510994,0.510994,+,0.527177,0.571228,0.737263,0.523882,0.55686,0.712288,False
xl_final_hN,29,rollout_mean,success_ever,300,300,0,300,0.536922,0.536922,+,0.527707,0.569348,0.286713,0.523848,0.556381,0.217782,False
xl_final_hN,30,A,success_ever,300,300,0,156000,0.510909,0.510909,+,0.514152,0.534345,0.543457,0.511228,0.52737,0.438561,False
xl_final_hN,30,B,success_ever,300,300,0,46800,0.520586,0.520586,+,0.522732,0.555022,0.47952,0.51995,0.547743,0.420579,False
xl_final_hN,30,rollout_max,success_ever,300,300,0,300,0.477453,0.522547,-,0.527367,0.568967,0.516484,0.522915,0.556829,0.420579,False
xl_final_hN,30,rollout_mean,success_ever,300,300,0,300,0.525413,0.525413,+,0.527612,0.56742,0.458541,0.52489,0.559632,0.420579,False
xl_final_hN,31,A,success_ever,300,300,0,156000,0.512927,0.512927,+,0.514091,0.533893,0.460539,0.510095,0.524942,0.302697,False
xl_final_hN,31,B,success_ever,300,300,0,46800,0.531148,0.531148,+,0.522526,0.553255,0.272727,0.518792,0.544859,0.183816,False
xl_final_hN,31,rollout_max,success_ever,300,300,0,300,0.479961,0.520039,-,0.527576,0.568367,0.58042,0.522995,0.557525,0.48951,False
xl_final_hN,31,rollout_mean,success_ever,300,300,0,300,0.53728,0.53728,+,0.527631,0.566388,0.287712,0.523638,0.555927,0.207792,False
xl_spread,-1,A,success_ever,300,300,0,156000,0.518747,0.518747,+,0.515314,0.536642,0.31968,0.523875,0.541436,0.658342,False
xl_spread,-1,B,success_ever,300,300,0,46800,0.572688,0.572688,+,0.522633,0.553893,0.011988,0.528929,0.562334,0.015984,False
xl_spread,-1,rollout_max,success_ever,300,300,0,300,0.50674,0.50674,+,0.526975,0.56684,0.852148,0.531444,0.573613,0.879121,False
xl_spread,-1,rollout_mean,success_ever,300,300,0,300,0.582016,0.582016,+,0.526568,0.564339,0.016983,0.531762,0.568868,0.016983,False
act_rep,-1,A,success_ever,300,300,0,155700,0.546847,0.546847,+,0.507789,0.518704,0.000999,0.507361,0.518048,0.000999,False
act_rep,-1,B,success_ever,300,300,0,46800,0.526366,0.526366,+,0.513212,0.533775,0.117882,0.512979,0.531041,0.0999,False
act_rep,-1,rollout_max,success_ever,300,300,0,300,0.5,0.5,+,0.5,0.5,1.0,0.5,0.5,1.0,True
act_rep,-1,rollout_mean,success_ever,300,300,0,300,0.543236,0.543236,+,0.526689,0.568264,0.198801,0.526322,0.562,0.194805,False
t,-1,A,success_ever,300,300,0,156000,0.5,0.5,+,0.5,0.5,1.0,0.5,0.5,1.0,True
t,-1,B,success_ever,300,300,0,46800,0.5,0.5,+,0.5,0.5,1.0,0.5,0.5,1.0,True
t,-1,rollout_max,success_ever,300,300,0,300,0.5,0.5,+,0.5,0.5,1.0,0.5,0.5,1.0,True
t,-1,rollout_mean,success_ever,300,300,0,300,0.5,0.5,+,0.5,0.5,1.0,0.5,0.5,1.0,True
t_norm,-1,A,success_ever,300,300,0,156000,0.5,0.5,+,0.5,0.5,1.0,0.5,0.5,1.0,True
t_norm,-1,B,success_ever,300,300,0,46800,0.5,0.5,+,0.5,0.5,1.0,0.5,0.5,1.0,True
t_norm,-1,rollout_max,success_ever,300,300,0,300,0.5,0.5,+,0.5,0.5,1.0,0.5,0.5,1.0,True
t_norm,-1,rollout_mean,success_ever,300,300,0,300,0.5,0.5,+,0.5,0.5,1.0,0.5,0.5,1.0,True
act_dir,-1,A,success_final,299,299,1,83195,0.520522,0.520522,+,0.5034,0.508381,0.000999,0.506946,0.512733,0.000999,False
act_dir,-1,B,success_final,221,221,79,16405,0.502801,0.502801,+,0.508257,0.520381,0.797203,0.511225,0.52492,0.846154,False
act_dir,-1,rollout_max,success_final,221,221,79,221,0.502059,0.502059,+,0.505709,0.512658,0.981019,0.506607,0.513523,1.0,False
act_dir,-1,rollout_mean,success_final,221,221,79,221,0.522217,0.522217,+,0.530813,0.579421,0.563437,0.545352,0.601561,0.714286,False
act_mag,-1,A,success_final,300,300,0,155700,0.450899,0.549101,-,0.510142,0.524633,0.000999,0.50963,0.523774,0.000999,False
act_mag,-1,B,success_final,300,300,0,46800,0.471425,0.528575,-,0.515583,0.538152,0.130869,0.51755,0.540845,0.177822,False
act_mag,-1,rollout_max,success_final,300,300,0,300,0.379125,0.620875,-,0.527424,0.568015,0.000999,0.525127,0.560835,0.000999,False
act_mag,-1,rollout_mean,success_final,300,300,0,300,0.41904,0.58096,-,0.527644,0.56679,0.023976,0.53089,0.570577,0.028971,False
emb_temp,0,A,success_final,300,300,0,155700,0.441042,0.558958,-,0.510596,0.526094,0.000999,0.509591,0.524797,0.000999,False
emb_temp,0,B,success_final,300,300,0,46800,0.470323,0.529677,-,0.519006,0.546927,0.218781,0.522281,0.550694,0.297702,False
emb_temp,0,rollout_max,success_final,300,300,0,300,0.399587,0.600413,-,0.527881,0.568283,0.004995,0.527636,0.567398,0.003996,False
emb_temp,0,rollout_mean,success_final,300,300,0,300,0.450574,0.549426,-,0.52802,0.567369,0.150849,0.533888,0.578309,0.238761,False
emb_temp,1,A,success_final,300,300,0,155700,0.439946,0.560054,-,0.511249,0.527575,0.000999,0.510159,0.526214,0.000999,False
emb_temp,1,B,success_final,300,300,0,46800,0.472799,0.527201,-,0.520821,0.550978,0.304695,0.524703,0.558601,0.393606,False
emb_temp,1,rollout_max,success_final,300,300,0,300,0.383592,0.616408,-,0.527682,0.567879,0.001998,0.526003,0.563529,0.000999,False
emb_temp,1,rollout_mean,success_final,300,300,0,300,0.448388,0.551612,-,0.527918,0.567177,0.13986,0.532749,0.575556,0.208791,False
emb_temp,2,A,success_final,300,300,0,155700,0.442576,0.557424,-,0.511632,0.528322,0.000999,0.510425,0.526953,0.000999,False
emb_temp,2,B,success_final,300,300,0,46800,0.4764,0.5236,-,0.52121,0.550967,0.375624,0.526345,0.560209,0.514486,False
emb_temp,2,rollout_max,success_final,300,300,0,300,0.423748,0.576252,-,0.527883,0.568006,0.031968,0.533637,0.579841,0.062937,False
emb_temp,2,rollout_mean,success_final,300,300,0,300,0.45641,0.54359,-,0.52792,0.567131,0.215784,0.53568,0.580292,0.335664,False
emb_temp,3,A,success_final,300,300,0,155700,0.440439,0.559561,-,0.511632,0.528698,0.000999,0.510413,0.526723,0.000999,False
emb_temp,3,B,success_final,300,300,0,46800,0.466233,0.533767,-,0.521052,0.550906,0.194805,0.52493,0.557873,0.284715,False
emb_temp,3,rollout_max,success_final,300,300,0,300,0.430448,0.569552,-,0.527646,0.567885,0.048951,0.534283,0.579363,0.083916,False
emb_temp,3,rollout_mean,success_final,300,300,0,300,0.460205,0.539795,-,0.52791,0.567097,0.263736,0.536945,0.582329,0.404595,False
emb_temp,4,A,success_final,300,300,0,155700,0.439391,0.560609,-,0.51162,0.528338,0.000999,0.510353,0.526709,0.000999,False
emb_temp,4,B,success_final,300,300,0,46800,0.46488,0.53512,-,0.520973,0.550476,0.172827,0.525639,0.558936,0.27972,False
emb_temp,4,rollout_max,success_final,300,300,0,300,0.432321,0.567679,-,0.527788,0.567479,0.050949,0.532231,0.57559,0.084915,False
emb_temp,4,rollout_mean,success_final,300,300,0,300,0.457851,0.542149,-,0.527861,0.566809,0.234765,0.53645,0.581824,0.370629,False
emb_temp,5,A,success_final,300,300,0,155700,0.437391,0.562609,-,0.511675,0.528624,0.000999,0.510398,0.526953,0.000999,False
emb_temp,5,B,success_final,300,300,0,46800,0.465799,0.534201,-,0.521011,0.550568,0.180819,0.526301,0.560382,0.30969,False
emb_temp,5,rollout_max,success_final,300,300,0,300,0.436284,0.563716,-,0.527541,0.566593,0.065934,0.529329,0.569988,0.082917,False
emb_temp,5,rollout_mean,success_final,300,300,0,300,0.456362,0.543638,-,0.527829,0.568048,0.215784,0.536021,0.581214,0.340659,False
emb_temp,6,A,success_final,300,300,0,155700,0.441423,0.558577,-,0.511675,0.528653,0.000999,0.510346,0.526362,0.000999,False
emb_temp,6,B,success_final,300,300,0,46800,0.477688,0.522312,-,0.521039,0.550823,0.387612,0.528042,0.562561,0.578422,False
emb_temp,6,rollout_max,success_final,300,300,0,300,0.437293,0.562707,-,0.527756,0.568519,0.070929,0.528429,0.569252,0.071928,False
emb_temp,6,rollout_mean,success_final,300,300,0,300,0.454969,0.545031,-,0.527867,0.567585,0.202797,0.536115,0.581154,0.332667,False
emb_temp,7,A,success_final,300,300,0,155700,0.441023,0.558977,-,0.511612,0.528053,0.000999,0.510384,0.526381,0.000999,False
emb_temp,7,B,success_final,300,300,0,46800,0.479043,0.520957,-,0.520947,0.549833,0.41958,0.527516,0.56186,0.599401,False
emb_temp,7,rollout_max,success_final,300,300,0,300,0.437821,0.562179,-,0.527885,0.570104,0.073926,0.529566,0.570971,0.086913,False
emb_temp,7,rollout_mean,success_final,300,300,0,300,0.452904,0.547096,-,0.52783,0.567434,0.184815,0.536241,0.580302,0.315684,False
emb_temp,8,A,success_final,300,300,0,155700,0.439696,0.560304,-,0.511725,0.528509,0.000999,0.510547,0.526804,0.000999,False
emb_temp,8,B,success_final,300,300,0,46800,0.475942,0.524058,-,0.520984,0.549892,0.350649,0.526789,0.560959,0.519481,False
emb_temp,8,rollout_max,success_final,300,300,0,300,0.436068,0.563932,-,0.527659,0.570565,0.065934,0.530008,0.57155,0.088911,False
emb_temp,8,rollout_mean,success_final,300,300,0,300,0.452183,0.547817,-,0.527741,0.567619,0.170829,0.536608,0.580194,0.314685,False
emb_temp,9,A,success_final,300,300,0,155700,0.4387,0.5613,-,0.511751,0.528427,0.000999,0.510914,0.527343,0.000999,False
emb_temp,9,B,success_final,300,300,0,46800,0.471449,0.528551,-,0.520867,0.549895,0.275724,0.525458,0.558658,0.391608,False
emb_temp,9,rollout_max,success_final,300,300,0,300,0.434795,0.565205,-,0.5276,0.568673,0.062937,0.528347,0.567763,0.068931,False
emb_temp,9,rollout_mean,success_final,300,300,0,300,0.447764,0.552236,-,0.527822,0.567993,0.124875,0.533802,0.575916,0.207792,False
emb_temp,10,A,success_final,300,300,0,155700,0.440806,0.559194,-,0.511766,0.528497,0.000999,0.510734,0.52697,0.000999,False
emb_temp,10,B,success_final,300,300,0,46800,0.472744,0.527256,-,0.520856,0.549456,0.297702,0.525935,0.55978,0.425574,False
emb_temp,10,rollout_max,success_final,300,300,0,300,0.435227,0.564773,-,0.527726,0.569002,0.066933,0.528133,0.568622,0.067932,False
emb_temp,10,rollout_mean,success_final,300,300,0,300,0.446803,0.553197,-,0.52784,0.566802,0.115884,0.533523,0.57539,0.197802,False
emb_temp,11,A,success_final,300,300,0,155700,0.443452,0.556548,-,0.511601,0.528054,0.000999,0.510462,0.526295,0.000999,False
emb_temp,11,B,success_final,300,300,0,46800,0.47315,0.52685,-,0.520829,0.550618,0.2997,0.526341,0.56138,0.442557,False
emb_temp,11,rollout_max,success_final,300,300,0,300,0.431913,0.568087,-,0.527616,0.566406,0.043956,0.527965,0.567614,0.04995,False
emb_temp,11,rollout_mean,success_final,300,300,0,300,0.443873,0.556127,-,0.527836,0.56685,0.096903,0.533627,0.575078,0.171828,False
emb_temp,12,A,success_final,300,300,0,155700,0.444949,0.555051,-,0.511546,0.527797,0.000999,0.510438,0.526377,0.000999,False
emb_temp,12,B,success_final,300,300,0,46800,0.470146,0.529854,-,0.520826,0.550402,0.253746,0.525133,0.559323,0.357642,False
emb_temp,12,rollout_max,success_final,300,300,0,300,0.419665,0.580335,-,0.527555,0.565181,0.01998,0.527149,0.564225,0.014985,False
emb_temp,12,rollout_mean,success_final,300,300,0,300,0.442769,0.557231,-,0.527857,0.566218,0.091908,0.532617,0.574194,0.153846,False
emb_temp,13,A,success_final,300,300,0,155700,0.444687,0.555313,-,0.511383,0.527247,0.000999,0.510434,0.526109,0.000999,False
emb_temp,13,B,success_final,300,300,0,46800,0.471758,0.528242,-,0.520743,0.549629,0.272727,0.525092,0.558989,0.383616,False
emb_temp,13,rollout_max,success_final,300,300,0,300,0.416447,0.583553,-,0.527523,0.56458,0.012987,0.526671,0.562445,0.008991,False
emb_temp,13,rollout_mean,success_final,300,300,0,300,0.443777,0.556223,-,0.527889,0.566033,0.103896,0.531601,0.572412,0.14985,False
