constraint,layer,scheme,corpus,n_rollouts_used,n_rollouts,n_rollouts_dropped,n_defined,auroc_raw,auroc,sign,null_global_mean,null_global_p95,p_global,null_task_mean,null_task_p95,p_task,degenerate_flag
xl_final,9,A,success_final,300,300,0,156000,0.388504,0.611496,-,0.513995,0.53479,0.000999,0.554784,0.576158,0.000999,False
xl_final,9,B,success_final,300,300,0,46800,0.399575,0.600425,-,0.522092,0.553849,0.000999,0.528312,0.565274,0.001998,False
xl_final,9,rollout_max,success_final,300,300,0,300,0.35996,0.64004,-,0.52692,0.56863,0.000999,0.534522,0.579809,0.001998,False
xl_final,9,rollout_mean,success_final,300,300,0,300,0.366348,0.633652,-,0.527494,0.568044,0.000999,0.536744,0.584188,0.000999,False
xl_final,10,A,success_final,300,300,0,156000,0.393325,0.606675,-,0.513529,0.533207,0.000999,0.546351,0.567558,0.000999,False
xl_final,10,B,success_final,300,300,0,46800,0.415181,0.584819,-,0.521725,0.552101,0.004995,0.521814,0.554866,0.001998,False
xl_final,10,rollout_max,success_final,300,300,0,300,0.370911,0.629089,-,0.52664,0.567775,0.000999,0.528772,0.56997,0.000999,False
xl_final,10,rollout_mean,success_final,300,300,0,300,0.382727,0.617273,-,0.526917,0.565877,0.001998,0.528927,0.570443,0.000999,False
xl_final,11,A,success_final,300,300,0,156000,0.412383,0.587617,-,0.51293,0.531938,0.000999,0.522468,0.545008,0.000999,False
xl_final,11,B,success_final,300,300,0,46800,0.455474,0.544526,-,0.521755,0.553635,0.104895,0.522934,0.554459,0.118881,False
xl_final,11,rollout_max,success_final,300,300,0,300,0.393391,0.606609,-,0.52677,0.567962,0.005994,0.525798,0.564208,0.000999,False
xl_final,11,rollout_mean,success_final,300,300,0,300,0.430568,0.569432,-,0.527036,0.566574,0.040959,0.525898,0.564167,0.03996,False
xl_final,12,A,success_final,300,300,0,156000,0.429297,0.570703,-,0.513741,0.533329,0.000999,0.512148,0.529909,0.000999,False
xl_final,12,B,success_final,300,300,0,46800,0.477786,0.522214,-,0.52262,0.555303,0.424575,0.531325,0.568533,0.612388,False
xl_final,12,rollout_max,success_final,300,300,0,300,0.41808,0.58192,-,0.527092,0.564571,0.017982,0.528817,0.570952,0.021978,False
xl_final,12,rollout_mean,success_final,300,300,0,300,0.470868,0.529132,-,0.527446,0.569011,0.395604,0.534972,0.577842,0.537463,False
xl_final,13,A,success_final,300,300,0,156000,0.464047,0.535953,-,0.513713,0.532915,0.035964,0.511766,0.529137,0.011988,False
xl_final,13,B,success_final,300,300,0,46800,0.523369,0.523369,+,0.522775,0.555617,0.404595,0.53446,0.571661,0.655345,False
xl_final,13,rollout_max,success_final,300,300,0,300,0.455882,0.544118,-,0.52697,0.564792,0.185814,0.531432,0.577866,0.262737,False
xl_final,13,rollout_mean,success_final,300,300,0,300,0.533407,0.533407,+,0.52766,0.567578,0.322677,0.539538,0.584339,0.557443,False
xl_final,14,A,success_final,300,300,0,156000,0.477453,0.522547,-,0.513581,0.53419,0.188811,0.517423,0.538226,0.307692,False
xl_final,14,B,success_final,300,300,0,46800,0.528184,0.528184,+,0.52361,0.556581,0.341658,0.542261,0.581174,0.715285,False
xl_final,14,rollout_max,success_final,300,300,0,300,0.478169,0.521831,-,0.527079,0.564631,0.522478,0.54129,0.587699,0.715285,False
xl_final,14,rollout_mean,success_final,300,300,0,300,0.533023,0.533023,+,0.52781,0.567136,0.332667,0.548871,0.595283,0.697303,False
xl_final,15,A,success_final,300,300,0,156000,0.490808,0.509192,-,0.513656,0.535551,0.574426,0.513237,0.530994,0.603397,False
xl_final,15,B,success_final,300,300,0,46800,0.544195,0.544195,+,0.52376,0.557274,0.147852,0.53446,0.572306,0.292707,False
xl_final,15,rollout_max,success_final,300,300,0,300,0.503242,0.503242,+,0.527555,0.565568,0.917083,0.539711,0.58668,0.954046,False
xl_final,15,rollout_mean,success_final,300,300,0,300,0.554734,0.554734,+,0.528589,0.569122,0.133866,0.540792,0.585917,0.272727,False
xl_final,16,A,success_final,300,300,0,156000,0.499401,0.500599,-,0.51307,0.533309,0.971029,0.511299,0.526857,0.971029,False
xl_final,16,B,success_final,300,300,0,46800,0.546045,0.546045,+,0.523111,0.55439,0.107892,0.524985,0.559359,0.142857,False
xl_final,16,rollout_max,success_final,300,300,0,300,0.497094,0.502906,-,0.528064,0.566523,0.941059,0.534001,0.578957,0.944056,False
xl_final,16,rollout_mean,success_final,300,300,0,300,0.553869,0.553869,+,0.527912,0.566166,0.118881,0.530863,0.572873,0.164835,False
xl_final,17,A,success_final,300,300,0,156000,0.520009,0.520009,+,0.514316,0.534549,0.263736,0.510243,0.524864,0.112887,False
xl_final,17,B,success_final,300,300,0,46800,0.564238,0.564238,+,0.523539,0.556121,0.022977,0.519743,0.54712,0.012987,False
xl_final,17,rollout_max,success_final,300,300,0,300,0.506797,0.506797,+,0.528054,0.568478,0.858142,0.525274,0.56343,0.82018,False
xl_final,17,rollout_mean,success_final,300,300,0,300,0.572842,0.572842,+,0.527941,0.566487,0.032967,0.523639,0.5572,0.015984,False
xl_final,18,A,success_final,300,300,0,156000,0.537442,0.537442,+,0.514565,0.535041,0.041958,0.509499,0.523026,0.001998,False
xl_final,18,B,success_final,300,300,0,46800,0.585972,0.585972,+,0.524263,0.55744,0.004995,0.51865,0.544435,0.002997,False
xl_final,18,rollout_max,success_final,300,300,0,300,0.51525,0.51525,+,0.52779,0.566331,0.682318,0.523612,0.557683,0.607393,False
xl_final,18,rollout_mean,success_final,300,300,0,300,0.593064,0.593064,+,0.528479,0.567376,0.006993,0.522362,0.554542,0.003996,False
xl_final,19,A,success_final,300,300,0,156000,0.518831,0.518831,+,0.514521,0.535482,0.301698,0.512377,0.529569,0.228771,False
xl_final,19,B,success_final,300,300,0,46800,0.547011,0.547011,+,0.524366,0.557157,0.113886,0.530566,0.566095,0.206793,False
xl_final,19,rollout_max,success_final,300,300,0,300,0.483164,0.516836,-,0.527792,0.565637,0.65035,0.526502,0.564105,0.607393,False
xl_final,19,rollout_mean,success_final,300,300,0,300,0.547769,0.547769,+,0.5284,0.567241,0.171828,0.5368,0.577376,0.298701,False
xl_final,20,A,success_final,300,300,0,156000,0.496966,0.503034,-,0.515527,0.537574,0.883117,0.526194,0.544511,0.985015,False
xl_final,20,B,success_final,300,300,0,46800,0.494801,0.505199,-,0.525412,0.56046,0.886114,0.555827,0.592125,0.994006,False
xl_final,20,rollout_max,success_final,300,300,0,300,0.440079,0.559921,-,0.52857,0.56709,0.090909,0.546243,0.588789,0.2997,False
xl_final,20,rollout_mean,success_final,300,300,0,300,0.489313,0.510687,-,0.529406,0.569432,0.796204,0.566046,0.608584,0.985015,False
xl_final,21,A,success_final,300,300,0,156000,0.463759,0.536241,-,0.516082,0.539351,0.078921,0.558634,0.579466,0.961039,False
xl_final,21,B,success_final,300,300,0,46800,0.44808,0.55192,-,0.525553,0.562849,0.100899,0.585891,0.623742,0.936064,False
xl_final,21,rollout_max,success_final,300,300,0,300,0.384312,0.615688,-,0.528773,0.57302,0.000999,0.597395,0.637795,0.234765,False
xl_final,21,rollout_mean,success_final,300,300,0,300,0.436957,0.563043,-,0.529117,0.570839,0.080919,0.598022,0.640525,0.908092,False
xl_final,22,A,success_final,300,300,0,156000,0.454366,0.545634,-,0.515519,0.537394,0.021978,0.563769,0.585747,0.927073,False
xl_final,22,B,success_final,300,300,0,46800,0.423245,0.576755,-,0.524987,0.55985,0.014985,0.586337,0.624861,0.651349,False
xl_final,22,rollout_max,success_final,300,300,0,300,0.357462,0.642538,-,0.52873,0.569634,0.000999,0.607462,0.65128,0.094905,False
xl_final,22,rollout_mean,success_final,300,300,0,300,0.406504,0.593496,-,0.529017,0.569677,0.011988,0.599797,0.64475,0.586414,False
xl_final,23,A,success_final,300,300,0,156000,0.413473,0.586527,-,0.516,0.53996,0.000999,0.579233,0.602535,0.28971,False
xl_final,23,B,success_final,300,300,0,46800,0.369022,0.630978,-,0.524432,0.557835,0.000999,0.600538,0.637721,0.092907,False
xl_final,23,rollout_max,success_final,300,300,0,300,0.312551,0.687449,-,0.52806,0.569492,0.000999,0.621282,0.664878,0.003996,False
xl_final,23,rollout_mean,success_final,300,300,0,300,0.342812,0.657188,-,0.528336,0.56868,0.000999,0.616712,0.658459,0.060939,False
xl_final,24,A,success_final,300,300,0,156000,0.387292,0.612708,-,0.516622,0.539867,0.000999,0.585632,0.609094,0.035964,False
xl_final,24,B,success_final,300,300,0,46800,0.347749,0.652251,-,0.524434,0.557216,0.000999,0.600503,0.638721,0.014985,False
xl_final,24,rollout_max,success_final,300,300,0,300,0.300735,0.699265,-,0.527855,0.570878,0.000999,0.614645,0.659515,0.000999,False
xl_final,24,rollout_mean,success_final,300,300,0,300,0.319708,0.680292,-,0.528223,0.567707,0.000999,0.615649,0.658485,0.00999,False
xl_final,25,A,success_final,300,300,0,156000,0.38451,0.61549,-,0.516201,0.539401,0.000999,0.580915,0.605061,0.005994,False
xl_final,25,B,success_final,300,300,0,46800,0.343844,0.656156,-,0.524253,0.556247,0.000999,0.592602,0.63185,0.003996,False
xl_final,25,rollout_max,success_final,300,300,0,300,0.294443,0.705557,-,0.527329,0.567712,0.000999,0.60289,0.650322,0.000999,False
xl_final,25,rollout_mean,success_final,300,300,0,300,0.315337,0.684663,-,0.528203,0.566804,0.000999,0.606241,0.652017,0.001998,False
xl_final,26,A,success_final,300,300,0,156000,0.379978,0.620022,-,0.516434,0.540381,0.000999,0.582891,0.607311,0.002997,False
xl_final,26,B,success_final,300,300,0,46800,0.340862,0.659138,-,0.524123,0.557707,0.000999,0.59282,0.631104,0.001998,False
xl_final,26,rollout_max,success_final,300,300,0,300,0.292761,0.707239,-,0.527606,0.569679,0.000999,0.59722,0.645615,0.000999,False
xl_final,26,rollout_mean,success_final,300,300,0,300,0.310005,0.689995,-,0.528113,0.567174,0.000999,0.606231,0.650432,0.001998,False
xl_final,27,A,success_final,300,300,0,156000,0.369399,0.630601,-,0.517154,0.542085,0.000999,0.586089,0.609802,0.000999,False
xl_final,27,B,success_final,300,300,0,46800,0.328491,0.671509,-,0.524772,0.559729,0.000999,0.597787,0.63695,0.000999,False
xl_final,27,rollout_max,success_final,300,300,0,300,0.283155,0.716845,-,0.527494,0.568584,0.000999,0.604564,0.650896,0.000999,False
xl_final,27,rollout_mean,success_final,300,300,0,300,0.299486,0.700514,-,0.52825,0.568935,0.000999,0.609972,0.655288,0.000999,False
xl_final,28,A,success_final,300,300,0,156000,0.369406,0.630594,-,0.516831,0.540731,0.000999,0.584438,0.608623,0.000999,False
xl_final,28,B,success_final,300,300,0,46800,0.322222,0.677778,-,0.524793,0.559885,0.000999,0.596323,0.634377,0.000999,False
xl_final,28,rollout_max,success_final,300,300,0,300,0.267784,0.732216,-,0.527746,0.568589,0.000999,0.605965,0.651955,0.000999,False
xl_final,28,rollout_mean,success_final,300,300,0,300,0.292906,0.707094,-,0.528318,0.568759,0.000999,0.608862,0.652433,0.000999,False
xl_final,29,A,success_final,300,300,0,156000,0.38477,0.61523,-,0.515805,0.538885,0.000999,0.577161,0.600639,0.003996,False
xl_final,29,B,success_final,300,300,0,46800,0.341541,0.658459,-,0.523956,0.556925,0.000999,0.584305,0.624388,0.000999,False
xl_final,29,rollout_max,success_final,300,300,0,300,0.293338,0.706662,-,0.528063,0.568956,0.000999,0.593724,0.641676,0.000999,False
xl_final,29,rollout_mean,success_final,300,300,0,300,0.307315,0.692685,-,0.528155,0.567566,0.000999,0.597673,0.643761,0.000999,False
xl_final,30,A,success_final,300,300,0,156000,0.418311,0.581689,-,0.51338,0.534057,0.000999,0.551127,0.573216,0.015984,False
xl_final,30,B,success_final,300,300,0,46800,0.377846,0.622154,-,0.522427,0.554931,0.000999,0.553506,0.59372,0.000999,False
xl_final,30,rollout_max,success_final,300,300,0,300,0.319852,0.680148,-,0.527041,0.567518,0.000999,0.555628,0.606674,0.000999,False
xl_final,30,rollout_mean,success_final,300,300,0,300,0.340266,0.659734,-,0.528017,0.56771,0.000999,0.569108,0.616797,0.000999,False
xl_final_hN,0,A,success_final,300,300,0,156000,0.502552,0.502552,+,0.510843,0.527376,0.844156,0.509489,0.523322,0.821179,False
xl_final_hN,0,B,success_final,300,300,0,46800,0.499283,0.500717,-,0.521933,0.556449,0.978022,0.52002,0.549124,0.977023,False
xl_final_hN,0,rollout_max,success_final,300,300,0,300,0.448437,0.551563,-,0.528215,0.568812,0.136863,0.531311,0.571576,0.190809,False
xl_final_hN,0,rollout_mean,success_final,300,300,0,300,0.500793,0.500793,+,0.527742,0.571221,0.982018,0.524523,0.558194,0.977023,False
xl_final_hN,1,A,success_final,300,300,0,156000,0.437397,0.562603,-,0.515122,0.536332,0.001998,0.54496,0.564154,0.06993,False
xl_final_hN,1,B,success_final,300,300,0,46800,0.448321,0.551679,-,0.523602,0.559088,0.083916,0.565877,0.599788,0.729271,False
xl_final_hN,1,rollout_max,success_final,300,300,0,300,0.415438,0.584562,-,0.527313,0.567835,0.012987,0.559462,0.605079,0.178821,False
xl_final_hN,1,rollout_mean,success_final,300,300,0,300,0.437005,0.562995,-,0.527832,0.571072,0.081918,0.578953,0.618882,0.724276,False
xl_final_hN,2,A,success_final,300,300,0,156000,0.436781,0.563219,-,0.515203,0.5366,0.001998,0.545361,0.564561,0.065934,False
xl_final_hN,2,B,success_final,300,300,0,46800,0.44975,0.55025,-,0.523653,0.558617,0.095904,0.565966,0.600032,0.751249,False
xl_final_hN,2,rollout_max,success_final,300,300,0,300,0.417936,0.582064,-,0.527409,0.568478,0.015984,0.558151,0.603876,0.187812,False
xl_final_hN,2,rollout_mean,success_final,300,300,0,300,0.439791,0.560209,-,0.527896,0.569597,0.0999,0.578794,0.618606,0.754246,False
xl_final_hN,3,A,success_final,300,300,0,156000,0.43551,0.56449,-,0.515245,0.5365,0.001998,0.545983,0.565152,0.057942,False
xl_final_hN,3,B,success_final,300,300,0,46800,0.447774,0.552226,-,0.523684,0.558369,0.085914,0.566555,0.600592,0.733267,False
xl_final_hN,3,rollout_max,success_final,300,300,0,300,0.416735,0.583265,-,0.527407,0.568574,0.014985,0.558224,0.603881,0.177822,False
xl_final_hN,3,rollout_mean,success_final,300,300,0,300,0.438109,0.561891,-,0.527901,0.569381,0.090909,0.579078,0.619079,0.736264,False
xl_final_hN,4,A,success_final,300,300,0,156000,0.435552,0.564448,-,0.51524,0.536363,0.001998,0.546066,0.565161,0.058941,False
xl_final_hN,4,B,success_final,300,300,0,46800,0.447386,0.552614,-,0.52369,0.558057,0.080919,0.56691,0.600833,0.734266,False
xl_final_hN,4,rollout_max,success_final,300,300,0,300,0.416639,0.583361,-,0.527424,0.568526,0.014985,0.558118,0.603569,0.177822,False
xl_final_hN,4,rollout_mean,success_final,300,300,0,300,0.437821,0.562179,-,0.527885,0.56965,0.090909,0.579703,0.619196,0.74026,False
xl_final_hN,5,A,success_final,300,300,0,156000,0.435793,0.564207,-,0.515254,0.53642,0.001998,0.546083,0.56511,0.061938,False
xl_final_hN,5,B,success_final,300,300,0,46800,0.447785,0.552215,-,0.523693,0.558156,0.086913,0.566996,0.600873,0.739261,False
xl_final_hN,5,rollout_max,success_final,300,300,0,300,0.416543,0.583457,-,0.527426,0.568433,0.014985,0.557998,0.603189,0.175824,False
xl_final_hN,5,rollout_mean,success_final,300,300,0,300,0.438254,0.561746,-,0.527884,0.569437,0.092907,0.579934,0.619487,0.743257,False
xl_final_hN,6,A,success_final,300,300,0,156000,0.437498,0.562502,-,0.515155,0.536294,0.001998,0.545059,0.564054,0.074925,False
xl_final_hN,6,B,success_final,300,300,0,46800,0.450954,0.549046,-,0.52362,0.558363,0.102897,0.565335,0.59972,0.758242,False
xl_final_hN,6,rollout_max,success_final,300,300,0,300,0.417551,0.582449,-,0.527461,0.56843,0.013986,0.557206,0.602644,0.177822,False
xl_final_hN,6,rollout_mean,success_final,300,300,0,300,0.441184,0.558816,-,0.52786,0.568735,0.104895,0.578437,0.617659,0.771229,False
xl_final_hN,7,A,success_final,300,300,0,156000,0.438758,0.561242,-,0.515128,0.536019,0.001998,0.545517,0.564595,0.094905,False
xl_final_hN,7,B,success_final,300,300,0,46800,0.454549,0.545451,-,0.523594,0.558043,0.133866,0.566618,0.600994,0.823177,False
xl_final_hN,7,rollout_max,success_final,300,300,0,300,0.419232,0.580768,-,0.527469,0.567849,0.017982,0.557074,0.602824,0.18981,False
xl_final_hN,7,rollout_mean,success_final,300,300,0,300,0.445122,0.554878,-,0.527804,0.569338,0.12987,0.579525,0.619494,0.824176,False
xl_final_hN,8,A,success_final,300,300,0,156000,0.438406,0.561594,-,0.515128,0.535892,0.001998,0.5442,0.563399,0.075924,False
xl_final_hN,8,B,success_final,300,300,0,46800,0.453376,0.546624,-,0.523643,0.557824,0.123876,0.56478,0.599383,0.775225,False
xl_final_hN,8,rollout_max,success_final,300,300,0,300,0.417599,0.582401,-,0.52748,0.567967,0.015984,0.55636,0.601828,0.16983,False
xl_final_hN,8,rollout_mean,success_final,300,300,0,300,0.444306,0.555694,-,0.527851,0.569636,0.125874,0.577651,0.617472,0.79021,False
xl_final_hN,9,A,success_final,300,300,0,156000,0.437296,0.562704,-,0.515145,0.536414,0.001998,0.543768,0.562991,0.052947,False
xl_final_hN,9,B,success_final,300,300,0,46800,0.45114,0.54886,-,0.523663,0.557777,0.103896,0.565107,0.599175,0.758242,False
xl_final_hN,9,rollout_max,success_final,300,300,0,300,0.416927,0.583073,-,0.527471,0.568106,0.014985,0.556214,0.601929,0.161838,False
xl_final_hN,9,rollout_mean,success_final,300,300,0,300,0.444066,0.555934,-,0.52782,0.569213,0.128871,0.57759,0.618236,0.788212,False
xl_final_hN,10,A,success_final,300,300,0,156000,0.441154,0.558846,-,0.51511,0.536063,0.002997,0.542526,0.561719,0.083916,False
xl_final_hN,10,B,success_final,300,300,0,46800,0.457398,0.542602,-,0.523636,0.558427,0.154845,0.563454,0.597377,0.818182,False
xl_final_hN,10,rollout_max,success_final,300,300,0,300,0.419857,0.580143,-,0.527472,0.568382,0.018981,0.555727,0.60044,0.181818,False
xl_final_hN,10,rollout_mean,success_final,300,300,0,300,0.450406,0.549594,-,0.527754,0.570537,0.165834,0.57609,0.615366,0.838162,False
xl_final_hN,11,A,success_final,300,300,0,156000,0.443318,0.556682,-,0.514864,0.536287,0.002997,0.540855,0.560228,0.093906,False
xl_final_hN,11,B,success_final,300,300,0,46800,0.463358,0.536642,-,0.523347,0.558703,0.213786,0.562361,0.596022,0.88012,False
xl_final_hN,11,rollout_max,success_final,300,300,0,300,0.422403,0.577597,-,0.527371,0.567952,0.026973,0.554536,0.599424,0.196803,False
xl_final_hN,11,rollout_mean,success_final,300,300,0,300,0.457947,0.542053,-,0.527638,0.570025,0.227772,0.574644,0.614739,0.896104,False
xl_final_hN,12,A,success_final,300,300,0,156000,0.444665,0.555335,-,0.515002,0.536057,0.004995,0.540911,0.559272,0.108891,False
xl_final_hN,12,B,success_final,300,300,0,46800,0.468214,0.531786,-,0.523271,0.558742,0.27972,0.562496,0.596451,0.923077,False
xl_final_hN,12,rollout_max,success_final,300,300,0,300,0.417936,0.582064,-,0.527336,0.568185,0.016983,0.555798,0.601427,0.171828,False
xl_final_hN,12,rollout_mean,success_final,300,300,0,300,0.463231,0.536769,-,0.527384,0.570373,0.294705,0.573902,0.613437,0.932068,False
xl_final_hN,13,A,success_final,300,300,0,156000,0.440018,0.559982,-,0.514996,0.536136,0.001998,0.543489,0.562205,0.076923,False
xl_final_hN,13,B,success_final,300,300,0,46800,0.464868,0.535132,-,0.523254,0.55906,0.23976,0.567627,0.601027,0.932068,False
xl_final_hN,13,rollout_max,success_final,300,300,0,300,0.409674,0.590326,-,0.527367,0.5679,0.007992,0.558844,0.602692,0.112887,False
xl_final_hN,13,rollout_mean,success_final,300,300,0,300,0.461309,0.538691,-,0.527235,0.570265,0.271728,0.579021,0.618718,0.947053,False
xl_final_hN,14,A,success_final,300,300,0,156000,0.437576,0.562424,-,0.514935,0.536647,0.001998,0.544838,0.563562,0.065934,False
xl_final_hN,14,B,success_final,300,300,0,46800,0.46464,0.53536,-,0.523434,0.558089,0.22977,0.566576,0.600426,0.917083,False
xl_final_hN,14,rollout_max,success_final,300,300,0,300,0.410298,0.589702,-,0.527527,0.567818,0.007992,0.560923,0.606055,0.137862,False
xl_final_hN,14,rollout_mean,success_final,300,300,0,300,0.461165,0.538835,-,0.52741,0.566528,0.261738,0.578845,0.619057,0.938062,False
xl_final_hN,15,A,success_final,300,300,0,156000,0.432027,0.567973,-,0.515232,0.536958,0.000999,0.547838,0.565867,0.037962,False
xl_final_hN,15,B,success_final,300,300,0,46800,0.4516,0.5484,-,0.523656,0.556448,0.095904,0.574764,0.607842,0.88012,False
xl_final_hN,15,rollout_max,success_final,300,300,0,300,0.401893,0.598107,-,0.527884,0.566891,0.003996,0.565563,0.608622,0.110889,False
xl_final_hN,15,rollout_mean,success_final,300,300,0,300,0.446947,0.553053,-,0.527435,0.566696,0.121878,0.586133,0.624821,0.903097,False
xl_final_hN,16,A,success_final,300,300,0,156000,0.437009,0.562991,-,0.514594,0.534984,0.000999,0.543812,0.564671,0.055944,False
xl_final_hN,16,B,success_final,300,300,0,46800,0.453386,0.546614,-,0.52286,0.557102,0.106893,0.572112,0.607059,0.865135,False
xl_final_hN,16,rollout_max,success_final,300,300,0,300,0.406936,0.593064,-,0.527611,0.565933,0.010989,0.56177,0.605043,0.116883,False
xl_final_hN,16,rollout_mean,success_final,300,300,0,300,0.453048,0.546952,-,0.526596,0.567129,0.162837,0.580292,0.622326,0.888112,False
xl_final_hN,17,A,success_final,300,300,0,156000,0.458596,0.541404,-,0.514281,0.536283,0.025974,0.532123,0.553909,0.251748,False
xl_final_hN,17,B,success_final,300,300,0,46800,0.475164,0.524836,-,0.522575,0.555714,0.368631,0.556043,0.592199,0.909091,False
xl_final_hN,17,rollout_max,success_final,300,300,0,300,0.436572,0.563428,-,0.526908,0.563428,0.051948,0.548341,0.590999,0.273726,False
xl_final_hN,17,rollout_mean,success_final,300,300,0,300,0.475191,0.524809,-,0.525845,0.565877,0.445554,0.56255,0.605084,0.919081,False
xl_final_hN,18,A,success_final,300,300,0,156000,0.478394,0.521606,-,0.515,0.536227,0.250749,0.527208,0.547893,0.674326,False
xl_final_hN,18,B,success_final,300,300,0,46800,0.495945,0.504055,-,0.523402,0.558419,0.891109,0.551017,0.589024,0.989011,False
xl_final_hN,18,rollout_max,success_final,300,300,0,300,0.455113,0.544887,-,0.526494,0.566218,0.183816,0.541472,0.584713,0.423576,False
xl_final_hN,18,rollout_mean,success_final,300,300,0,300,0.498535,0.501465,-,0.526703,0.566074,0.964036,0.556323,0.600471,0.995005,False
xl_final_hN,19,A,success_final,300,300,0,156000,0.480398,0.519602,-,0.515311,0.537704,0.306693,0.525963,0.546755,0.693307,False
xl_final_hN,19,B,success_final,300,300,0,46800,0.493032,0.506968,-,0.523403,0.55849,0.81019,0.54746,0.585583,0.971029,False
xl_final_hN,19,rollout_max,success_final,300,300,0,300,0.459964,0.540036,-,0.527149,0.56782,0.238761,0.539241,0.581161,0.45954,False
xl_final_hN,19,rollout_mean,success_final,300,300,0,300,0.494644,0.505356,-,0.526812,0.56637,0.865135,0.552405,0.597697,0.979021,False
xl_final_hN,20,A,success_final,300,300,0,156000,0.472163,0.527837,-,0.515523,0.537767,0.144855,0.530458,0.550524,0.576424,False
xl_final_hN,20,B,success_final,300,300,0,46800,0.475765,0.524235,-,0.523636,0.557985,0.401598,0.550321,0.587458,0.865135,False
xl_final_hN,20,rollout_max,success_final,300,300,0,300,0.465056,0.534944,-,0.52749,0.566701,0.313686,0.537424,0.580203,0.515485,False
xl_final_hN,20,rollout_mean,success_final,300,300,0,300,0.470051,0.529949,-,0.527307,0.566665,0.374625,0.557162,0.60072,0.837163,False
xl_final_hN,21,A,success_final,300,300,0,156000,0.460649,0.539351,-,0.515481,0.538397,0.047952,0.546473,0.567239,0.72028,False
xl_final_hN,21,B,success_final,300,300,0,46800,0.473155,0.526845,-,0.523751,0.559969,0.35964,0.566381,0.604501,0.961039,False
xl_final_hN,21,rollout_max,success_final,300,300,0,300,0.457707,0.542293,-,0.527408,0.569922,0.220779,0.548156,0.591623,0.579421,False
xl_final_hN,21,rollout_mean,success_final,300,300,0,300,0.467842,0.532158,-,0.527409,0.570164,0.346653,0.57621,0.621019,0.953047,False
xl_final_hN,22,A,success_final,300,300,0,156000,0.453243,0.546757,-,0.514681,0.536641,0.011988,0.548432,0.570312,0.578422,False
xl_final_hN,22,B,success_final,300,300,0,46800,0.465224,0.534776,-,0.52341,0.558661,0.23976,0.565427,0.603796,0.889111,False
xl_final_hN,22,rollout_max,success_final,300,300,0,300,0.450406,0.549594,-,0.527693,0.569924,0.156843,0.547485,0.594181,0.458541,False
xl_final_hN,22,rollout_mean,success_final,300,300,0,300,0.460301,0.539699,-,0.527437,0.570018,0.24975,0.575612,0.620409,0.889111,False
xl_final_hN,23,A,success_final,300,300,0,156000,0.43814,0.56186,-,0.514536,0.536419,0.000999,0.556562,0.577871,0.328671,False
xl_final_hN,23,B,success_final,300,300,0,46800,0.46075,0.53925,-,0.523454,0.559954,0.188811,0.572532,0.610171,0.909091,False
xl_final_hN,23,rollout_max,success_final,300,300,0,300,0.449493,0.550507,-,0.527621,0.571312,0.14985,0.55905,0.606376,0.617383,False
xl_final_hN,23,rollout_mean,success_final,300,300,0,300,0.453816,0.546184,-,0.527781,0.571219,0.203796,0.585411,0.630398,0.91009,False
xl_final_hN,24,A,success_final,300,300,0,156000,0.429141,0.570859,-,0.514629,0.536522,0.000999,0.557164,0.577492,0.13986,False
xl_final_hN,24,B,success_final,300,300,0,46800,0.447689,0.552311,-,0.5232,0.559727,0.083916,0.575913,0.613065,0.84016,False
xl_final_hN,24,rollout_max,success_final,300,300,0,300,0.443393,0.556607,-,0.527378,0.570637,0.110889,0.566164,0.613055,0.632368,False
xl_final_hN,24,rollout_mean,success_final,300,300,0,300,0.439022,0.560978,-,0.527733,0.570633,0.085914,0.589742,0.63247,0.849151,False
xl_final_hN,25,A,success_final,300,300,0,156000,0.42858,0.57142,-,0.51417,0.534632,0.000999,0.553963,0.574029,0.068931,False
xl_final_hN,25,B,success_final,300,300,0,46800,0.43986,0.56014,-,0.523145,0.55807,0.042957,0.57735,0.612117,0.787213,False
xl_final_hN,25,rollout_max,success_final,300,300,0,300,0.443009,0.556991,-,0.527444,0.570097,0.095904,0.565305,0.611038,0.621379,False
xl_final_hN,25,rollout_mean,success_final,300,300,0,300,0.426581,0.573419,-,0.527972,0.568152,0.045954,0.593301,0.635849,0.776224,False
xl_final_hN,26,A,success_final,300,300,0,156000,0.435982,0.564018,-,0.514116,0.534066,0.000999,0.549841,0.569401,0.10989,False
xl_final_hN,26,B,success_final,300,300,0,46800,0.445636,0.554364,-,0.522814,0.55639,0.062937,0.572075,0.606755,0.794206,False
xl_final_hN,26,rollout_max,success_final,300,300,0,300,0.451799,0.548201,-,0.527446,0.570467,0.166833,0.561853,0.607534,0.689311,False
xl_final_hN,26,rollout_mean,success_final,300,300,0,300,0.43321,0.56679,-,0.527688,0.569955,0.060939,0.587528,0.63082,0.79021,False
xl_final_hN,27,A,success_final,300,300,0,156000,0.447156,0.552844,-,0.513882,0.533125,0.002997,0.537485,0.557928,0.114885,False
xl_final_hN,27,B,success_final,300,300,0,46800,0.447402,0.552598,-,0.522704,0.557037,0.072927,0.557106,0.594918,0.581419,False
xl_final_hN,27,rollout_max,success_final,300,300,0,300,0.457371,0.542629,-,0.527297,0.573644,0.216783,0.549014,0.595384,0.57043,False
xl_final_hN,27,rollout_mean,success_final,300,300,0,300,0.434699,0.565301,-,0.527875,0.569549,0.061938,0.569608,0.616711,0.553447,False
